filename,status,result,created,updated,comments,score,comments2,score2,fungi,reason,bytes,words,tokens,study,studyReason,md5,match_hash
Exploration+for+calico+scallop%2C+Pecten+gibbus%2C+in+the+area+off+Cape+Kennedy%2C+1960-66_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:57:12.163629,"The paper primarily focuses on fishery resources, management policies, and various fish species studies, with no mention or relevance to mycoremediation, which involves the use of fungi to remediate contaminated environments.",1.0,"The paper does not focus on experimental studies of mycoremediation or any related aspects involving fungal species for bioremediation. It primarily discusses fishery resources, fisheries management, and technical reports related to marine and freshwater fisheries.",1.0,No,The paper does not mention or discuss the use of fungi for dye remediation. It focuses on fishery resources and related research.,111467.0,12660.0,33681.0,No,The paper is a technical report summarizing various publications related to fishery resources and does not present new experiments on fungi-based remediation.,bf77eb298ab5cbafecb58f3e82e8fc71,1.0
Composition+and+function+of+the+human-associated+microbiota_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 05:00:02.941160,"The paper primarily discusses human microbiota research, focusing on the history, milestones, and various aspects of human-associated microorganisms, without any specific mention or relevance to mycoremediation.",1.0,"The paper is focused on human microbiota research and does not discuss mycoremediation, fungal species involvement, or enzymatic degradation related to bioremediation. It primarily addresses the interactions and impacts of human-associated microbiota and various aspects of microbiome research.",1.0,No,"The paper discusses various aspects of human microbiota research, focusing primarily on bacteria and their interactions with the host, but does not mention the use of fungi for dye remediation.",138911.0,20342.0,35413.0,No,"The paper summarizes milestones and historical developments in human microbiota research, rather than presenting new experiments on fungi-based remediation.",8f5d81fe310ae5159f87acaf16308011,0.0
Biodegradation+pathway+of+crystal+violet_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:56:54.149237,"The paper is primarily focused on the biodegradation of malachite green using the bacterium Exiguobacterium sp. MG2, detailing the molecular mechanisms and pathways involved in this process, which is a key aspect of mycoremediation.",10.0,"The paper focuses on the biodegradation of malachite green by the bacterial species Exiguobacterium sp. MG2, rather than any fungal species or mycoremediation processes. It discusses pathways and mechanisms involving bacterial enzymes, but does not involve fungi or mycoremediation.",1.0,No,The paper focuses on the biodegradation of malachite green by the bacterium Exiguobacterium sp. MG2 and does not use fungi for dye remediation; it only mentions fungi in the context of previous studies.,32512.0,4827.0,8621.0,Experimental,"The paper describes new experiments conducted on the biodegradation of Malachite Green using the bacterium Exiguobacterium sp. MG2, including the identification of degradation pathways and the involvement of specific genes and enzymes.",93024288396ce64757dc39db8e01fba6,0.0
Characteristics+and+purification+of+an+oxygen+insensitive+azoreductase+from+Caulobacter+subvibrioides+strain+C7-D_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:52:39.560367,"The paper focuses primarily on the production and characterization of azoreductase, an enzyme linked to the biodecolorization of synthetic dyes, which is a key aspect of mycoremediation. Although it emphasizes bacterial processes rather than fungal (mycoremediation), it is still highly relevant to the broader context of bioremediation of textile dyes.",8.0,"The paper focuses on the production and characterization of azoreductase from bacterial isolates during the biodecolorization of a synthetic dye, but it does not involve any fungal species or mycoremediation processes. Therefore, it is not relevant to the domain of experimental study of mycoremediation.",1.0,No,"The paper focuses on the use of bacterial cultures for dye remediation, specifically the production and characterization of azoreductase enzyme from two bacterial isolates, and does not mention the use of fungi for dye remediation.",36253.0,5353.0,10046.0,Experimental,"The paper presents new experiments on the production, purification, and characterization of azoreductase from bacterial isolates during the biodecolorization of synthetic textile dye Acid Maroon V, demonstrating original research findings rather than summarizing existing literature.",548b0219a5d78ab7ddd2842b998ed621,5.0
The+complex+mixture%2C+fate+and+toxicity+of+chemicals+associated+with+plastic+debris+in+the+marine+environment_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:55:39.148849,"The paper primarily addresses the chemical hazards and environmental impact of plastic debris in marine environments, rather than focusing on mycoremediation or the use of fungi for bioremediation.",1.0,"The paper discusses the toxicity and environmental impact of plastic debris in the marine environment, focusing on chemical contaminants associated with plastics. It does not mention any direct experimental studies involving fungi or mycoremediation of pollutants, nor does it explore the role of fungal species or their enzymes in bioremediation processes.",1.0,No,"The paper discusses the chemical hazards associated with plastic debris in the marine environment, focusing on the accumulation of chemicals and their toxic effects on wildlife. It does not mention the use of fungi for dye remediation.",79064.0,11688.0,19991.0,No,"This paper summarizes the complex mixture, fate, and toxicity of chemicals associated with plastic debris in the marine environment, discussing existing knowledge and findings without presenting new experiments on fungi-based remediation.",18a375cc2ae800195a0e61292f877fd2,0.0
Value+of+menhaden+meal+as+a+protein+supplement+to+cottonseed+meal-corn+diets+for+pigs_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:53:53.699678,The paper discusses various aspects of shrimp biology and fishing techniques but does not mention or relate to mycoremediation or any use of fungi in environmental remediation.,1.0,"The paper primarily discusses the distribution and density of royal-red shrimp in various locations off the southeastern United States, focusing on their environmental preferences, rather than exploring mycoremediation or experimental studies involving fungi for bioremediation purposes.",1.0,No,The paper does not discuss the use of fungi for dye remediation; it focuses on shrimp distribution and related studies.,130928.0,22367.0,36786.0,No,The paper summarizes the distribution and environmental factors affecting royal-red shrimp in various locations rather than presenting new experiments on fungi-based remediation.,a10289df4c6b63cc9b291adb6303097b,1.0
Use+of+biopolymers+as+solid+substrates+for+denitrification_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:57:32.394777,"The paper primarily discusses the application of biodegradable fibers in wastewater treatment processes, specifically focusing on nitrogen removal methods such as denitrification and anammox. There is no mention or exploration of mycoremediation, which involves the use of fungi to degrade or remove contaminants.",1.0,"The paper focuses on the DEAMOX process for nitrogen removal from wastewater, utilizing Luffa cylindrica as a carbon source and biofilm carrier. It does not involve any experimental studies related to mycoremediation or the use of fungi for bioremediation. There is no mention of fungal species, their degradation capabilities, or the investigation of fungal enzymes relevant to mycoremediation.",1.0,No,"The paper discusses the use of Luffa cylindrica as a biodegradable fiber for biofilm formation and carbon source in a denitrifying ammonium oxidation (DEAMOX) process, but does not involve the use of fungi for dye remediation.",36717.0,5653.0,10023.0,Experimental,"The paper presents new experiments on the application of biodegradable Luffa Cylindrica fiber as a carbon source and biofilm carrier in the DEAMOX process for nitrogen removal from wastewater, demonstrating significant results in nitrate-to-nitrite transformation and total nitrogen removal efficiency.",4bfb8aa7f5886e7c0604241cf694dd82,4.0
Decolorization+of+textile+dyes+by+whole+cultures+of+Ischnoderma+resinosum+and+by+purified+laccase+and+Mn-peroxidase_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:54:54.621780,"The content of the paper is not accessible due to a PDF error, thus making it impossible to determine its relevance to mycoremediation.",1.0,The input indicates a PDF error and does not provide any content related to mycoremediation or experimental studies involving fungi or their enzymes.,1.0,No,"The paper cannot be accessed due to a PDF error, so it cannot be determined if it uses fungi for dye remediation.",169.0,9.0,59.0,Neither,"The paper cannot be analyzed due to an error in the PDF file, preventing access to its content.",410ba4fe8e5691641cf4c056d1bce0a2,0.0
Properties+of+purified+orange+II+azoreductase%2C+the+enzyme+initiating+azo+dye+degradation..._.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:53:46.368721,"The paper focuses primarily on the production, purification, and characterization of the azoreductase enzyme from bacterial isolates during the biodecolorization of synthetic textile dye, which is a key aspect of mycoremediation. While it mainly discusses bacterial processes, the relevance to mycoremediation is strong due to the enzyme's role in degrading harmful dyes, which aligns with the broader goals of mycoremediation in environmental cleanup.",9.0,"The paper focuses on the production and characterization of azoreductase from bacterial isolates during the decolorization of a textile dye, rather than on the experimental study of mycoremediation or fungal species for bioremediation.",1.0,No,"The paper focuses on the production and characterization of azoreductase from bacterial isolates for dye remediation, without any mention of fungi being utilized in the process.",36253.0,5353.0,10046.0,Experimental,"The paper presents new experiments on the production, purification, and characterization of azoreductase from bacterial isolates during biodecolorization of textile dye Acid Maroon V, rather than summarizing existing literature.",548b0219a5d78ab7ddd2842b998ed621,9.0
Intensified+heterotrophic+denitrification+in+constructed+wetlands+using+four+solid+carbon+sources_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:50:02.579236,"The paper primarily focuses on the comparison of biodegradable polymers and ceramsite for nitrate removal in wastewater treatment, which does not pertain to mycoremediation or the use of fungi in bioremediation processes.",1.0,"The paper focuses on solid-phase denitrification processes using biodegradable polymers and ceramsite for nitrogen removal from wastewater, but does not involve any experimental studies related to mycoremediation or the use of fungal species for bioremediation.",1.0,No,"The paper discusses the use of biodegradable polymers and clay ceramsite as carriers in a biofilm reactor for nitrate removal, but does not mention the use of fungi for dye remediation.",43555.0,6744.0,12257.0,Experimental,"The paper presents new experiments comparing a biodegradable polymer (PCL) with conventional materials (ceramsite) for solid-phase denitrification, including detailed experimental setup, procedures, and results regarding nitrogen removal efficiency and microbial communities.",5abde8d7491d979123ffe072ff4b84fd,0.0
Remediation+of+dyes+in+textile+effluent_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:50:10.310163,"The paper is primarily focused on the biological remediation of dyes in textile effluent, specifically highlighting the role of fungi, bacteria, and yeast in the degradation and decolorization of dyes, which directly relates to mycoremediation and other forms of bioremediation.",10.0,"The paper focuses extensively on the experimental study of mycoremediation, specifically detailing the role of various fungal species in the biodegradation and decolorization of dyes in textile wastewater. It discusses specific fungi, such as Phanerochaete chrysosporium and Trametes versicolor, and highlights the activity of enzymes like laccase, lignin peroxidase, and manganese peroxidase in the degradation process, which aligns perfectly with the criteria for a high relevance score.",10.0,Yes,"The paper discusses the use of various fungi, including white-rot fungi like Phanerochaete chrysosporium, in the biodegradation and decolorization of dyes in textile wastewater. It highlights the mechanisms by which fungi can degrade and biosorb dyes, indicating that fungi are utilized for dye remediation.",32223.0,4637.0,8770.0,Summary,"The paper summarizes existing research and mechanisms of microbial decolorization of dyes in textile wastewater, focusing on fungi and other microorganisms without presenting new experiments or original data.",227848f68dcb6dce975abbbd24325144,0.0
Sorption+and+toxicity+of+azo+and+triphenylmethane+dyes+to+the+aquatic+microbial+population_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:57:10.059200,"The paper primarily focuses on the toxicity and carcinogenicity of synthetic dyes and their intermediates rather than mycoremediation. While there are mentions of environmental pollution caused by dyes, the central theme is not related to the use of fungi for remediation purposes.",3.0,"The paper primarily focuses on the toxicity and carcinogenicity of synthetic dyes and dye intermediates, rather than on experimental studies involving mycoremediation or the experimental use of fungal species for bioremediation. There is no mention of direct experiments involving fungi or the examination of their enzymatic roles in degrading pollutants.",1.0,No,The paper discusses the toxicity and carcinogenicity of synthetic dyes and their intermediates but does not mention the use of fungi for dye remediation.,66858.0,10222.0,18143.0,Summary,"The paper summarizes the toxicity and carcinogenicity of synthetic dyes and their intermediates, covering literature from 1956 to 2002, rather than presenting new experiments on fungi-based remediation.",9b1acf34de0a120be2c0396e43fd6a12,1.0
CFR+Title+21+Part+70%3A+Color+Additive+Regulations_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:58:59.521739,The paper discusses regulations and procedures related to color additives and does not mention or relate to mycoremediation in any way.,1.0,"The paper does not discuss mycoremediation or any experimental studies involving fungi for bioremediation. It is primarily focused on regulatory details regarding color additives and their safety evaluations, with no mention of fungi or bioremediation processes.",1.0,No,The paper focuses on regulations and safety evaluations concerning color additives and does not mention the use of fungi for dye remediation.,39154.0,6375.0,9156.0,No,"The text provided does not describe any experiments related to fungi-based remediation, nor does it summarize results from other papers. Instead, it appears to be regulatory text related to color additives and their safety evaluations.",39af2de5ced90a8bcd7bf615ade5fa48,0.0
The+effect+of+phenol+on+the+growth+of+Chlorella+vulgaris+and+Chlorella+VT-1_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:50:20.147955,"The paper primarily focuses on the solvent-tolerant characteristics and bioconversion abilities of the microalga Chlorella vulgaris in the presence of isopropanol, rather than specifically addressing mycoremediation, which is the use of fungi to remediate contaminated environments.",3.0,"The paper primarily focuses on the solvent-tolerant strain of the microalga Chlorella vulgaris and its ability to grow in the presence of isopropanol, rather than conducting experimental studies specifically on mycoremediation or fungal species for bioremediation. There is no emphasis on fungal degradation, enzyme activity related to bioremediation, or the use of fungi in degrading dyes or pollutants.",1.0,No,"The paper discusses a strain of microalga, Chlorella vulgaris, and its ability to tolerate and bioconvert isopropanol, but it does not involve fungi for dye remediation or any other purpose.",25395.0,3138.0,6894.0,Experimental,"The paper describes new experiments conducted on a solvent-tolerant strain of Chlorella vulgaris, assessing its growth in the presence of high concentrations of isopropanol and documenting its bioconversion capabilities.",3e676f24fa8bfac39ba93f1ca0bbaed0,0.0
Effect+of+pH+and+nutrient+starvation+on+biodegradation+of+azo+dyes+by+Pseudomonas+sp._.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:55:02.456944,"The paper primarily focuses on the biodegradation of azo dyes by Pseudomonas sp., which is a bacterial process, rather than mycoremediation, which specifically involves the use of fungi. There is no mention of fungi or mycoremediation techniques in the text.",1.0,"The paper focuses on the biodegradation of azo dyes by Pseudomonas sp., which is a bacterial study rather than an experimental study of mycoremediation involving fungal species. There is no mention or investigation of fungal species or their enzymes relevant to mycoremediation in the provided content.",1.0,No,"The paper investigates the biodegradation of azo dyes using Pseudomonas sp., which is a type of bacteria, not fungi.",18741.0,2924.0,5856.0,Experimental,"The paper presents new experiments investigating the effects of pH and nutrient starvation on the biodegradation of azo dyes by Pseudomonas sp., including specific conditions and results of the experiments conducted.",563932c2c54b42b34baef53a74505b47,2.0
Effect+of+diatom+diets+on+growth+and+survival+of+the+abalone+Haliotis+discus+hannai+post-larval_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:59:30.717658,"The paper focuses on the growth and survival of abalone postlarvae and their diets, specifically diatoms. It does not address mycoremediation or the use of fungi in bioremediation processes.",1.0,"The paper focuses on the growth and survival of postlarval abalone fed different diatom diets, which is not related to mycoremediation or the use of fungi for bioremediation purposes.",1.0,No,"The paper focuses on the effects of diatom diets on abalone growth and survival, and does not mention the use of fungi for dye remediation.",7690.0,1191.0,2086.0,Experimental,"The paper presents new experiments investigating the growth and survival of postlarval abalone fed different diatom diets, measuring outcomes such as growth rates and survival percentages, which constitutes original experimental research.",84b87f3bbabbee4384723e33e3bcc824,1.0
Statistical+process+control%3A+Theory+and+practice_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:53:59.615150,"The paper is about statistical process control (SPC) and its applications in quality control and management. It does not discuss or mention mycoremediation, which is the use of fungi to remediate contaminated environments.",1.0,"The paper is focused on statistical process control (SPC), quality management, and related statistical methods, with no mention of mycoremediation or fungal species involved in bioremediation processes.",1.0,No,"The paper discusses statistical process control (SPC) and quality management techniques, specifically focusing on statistical methods and control charts, without any mention of fungi or dye remediation.",1203800.0,185556.0,371542.0,No,The paper discusses statistical process control (SPC) methods and their applications without presenting new experiments on fungi-based remediation. It summarizes existing techniques and methodologies in the context of quality control and management.,13a3a541d11287a0fdb5cc9480afe2be,0.0
X%21+TANDEM%3A+matching+proteins+with+mass+spectra_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:50:09.125120,"The paper focuses on the creation and utilization of annotated peptide mass spectrum libraries for protein identification, which is not related to mycoremediation. There is no mention of fungi or their role in bioremediation processes.",1.0,"The paper focuses on the development of a peptide mass spectrum library for protein identification, which does not involve experimental studies related to mycoremediation or the use of fungal species for bioremediation purposes.",1.0,No,"The paper discusses the creation of annotated peptide mass spectrum libraries for protein identification, without any mention of fungi or dye remediation processes.",39418.0,5728.0,8601.0,No,"The paper provides a detailed description of a system for creating a library of tandem mass spectra for protein identification, summarizing prior methodologies and the use of existing data without presenting new experiments on fungi-based remediation.",07adb929d951479dafd29524cab8ee91,1.0
Development+of+biological+treatment+system+for+reduction+of+COD+from+textile+wastewater_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:58:10.906735,"The paper primarily discusses biological methods for treating textile wastewater, focusing on the use of bacteria. While it does touch upon the role of bacteria in COD reduction, it does not specifically address mycoremediation, which involves the use of fungi for remediation purposes.",7.0,"The paper discusses biological treatment methods for reducing COD in textile wastewater, specifically using bacteria. While it touches on biological treatment, it does not directly focus on mycoremediation or the use of fungi and their enzymes in bioremediation processes, which would be necessary for a higher score.",7.0,Yes,"The paper discusses biological treatment methods for dye remediation using fungi, specifically mentioning wood rotting fungi and their capabilities in degrading aromatic compounds, which are relevant to the treatment of textile wastewater.",47995.0,6945.0,12467.0,Experimental,"The paper presents new experiments conducted using bacteria to reduce chemical oxygen demand (COD) in textile wastewater, detailing methodology and results of the experiments.",f1951fc0af7e2ba24d3527f79bc27af1,0.0
Development+of+a+classification+scheme+using+amino+acid+analysis+of+azoreductase+gene_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:59:29.420183,"The paper discusses the purification and characterization of an FMN-dependent azoreductase from Enterococcus faecalis, which is relevant to mycoremediation as it explores the enzymatic reduction of azo dyes, a process that can be associated with bioremediation efforts. While the focus is primarily on azoreductase activity, it does not directly address fungal involvement in mycoremediation.",8.0,"The paper discusses the purification and characterization of an FMN-dependent azoreductase (AzoA) from Enterococcus faecalis, which plays a role in the reduction of azo dyes using NAD(P)H as electron donors. It includes experimental details on enzyme assays and kinetic parameters, demonstrating the enzyme's ability to degrade a specific azo dye (Methyl Red). However, it focuses primarily on the bacterial enzyme rather than directly involving fungal species or a broader context of mycoremediation.",8.0,No,"The paper focuses on the purification and characterization of an azoreductase from Enterococcus faecalis, and while it does mention azoreductases from fungi, it does not utilize fungi for dye remediation itself.",38371.0,5452.0,10348.0,Experimental,"The paper reports the purification and characterization of a native azoreductase (AzoA) from Enterococcus faecalis, including new experiments demonstrating its enzymatic activity and kinetic parameters using various substrates, which constitutes original research rather than a summary of existing literature.",75350ff5b9f64e91df857799c7a24909,23.0
Activated+carbons+for+the+removal+of+heavy+metal+ions%3A+a+systematic+review+of+recent+literature+focused+on+lead+and+arsenic+ions_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:57:03.236776,"The paper primarily focuses on the synthesis and characterization of activated carbons from agricultural wastes for the removal of lead ions from wastewater, rather than on mycoremediation, which involves the use of fungi for bioremediation.",1.0,The paper focuses on the synthesis and characterization of activated carbons derived from agricultural wastes for the removal of lead ions from wastewaters. It does not involve any experimental study related to mycoremediation or the use of fungi for bioremediation purposes.,1.0,No,"The paper focuses on the synthesis of activated carbons from agricultural wastes such as potato peels for the removal of lead ions from wastewaters, and does not mention the use of fungi for dye remediation.",35017.0,4517.0,13809.0,Experimental,The paper contains new experiments on the synthesis of activated carbons from agricultural wastes (potato peels) and investigates their effectiveness in removing lead ions from wastewaters through various adsorption experiments.,8fa358a8a6b241a2a8d675e68db52e37,0.0
Bubble+velocity%2C+size%2C+and+interfacial+area+measurements+in+a+bubble+column+by+four-point+optical+probe_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:52:30.408614,"The paper focuses on bubble dynamics and fluid mechanics in bubble columns, discussing measurements of bubble properties such as velocity, size, and interfacial area. It does not address mycoremediation or any fungal applications related to environmental remediation.",1.0,"The paper discusses bubble dynamics and properties in a bubble column using a four-point optical probe, but does not mention mycoremediation, fungal species, or any relevant enzyme activities related to bioremediation.",1.0,No,"The paper discusses bubble properties in a bubble column and the use of a four-point optical probe for measurements, but it does not mention the use of fungi for dye remediation.",46778.0,7358.0,12346.0,Experimental,"The paper describes new experiments conducted using a four-point optical probe to measure bubble properties in a bubble column, providing new data on bubble velocity, size, and interfacial area under different conditions, which have not been reported before.",de24f4041ab96768ada36305e557e927,0.0
Effects+of+3%2C4-methylenedioxymethamphetamine+%28MDMA%2C+%E2%80%98Ecstasy%E2%80%99%29+and+para-methoxyamphetamine+on+striatal+5-HT+when+co-administered+with+moclobemide_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:50:05.225728,"The paper focuses on the effects and mechanisms of 3,4-methylenedioxymethamphetamine (MDMA) in rats, which is primarily related to pharmacology and toxicology, rather than mycoremediation. There is no mention of fungi or their use in bioremediation processes.",1.0,"The paper focuses on the effects of MDMA ('Ecstasy') in animal models, specifically examining neuropharmacological and physiological responses, rather than on mycoremediation or any experimental study involving fungal species or their enzymes for bioremediation purposes.",1.0,No,"The paper discusses the use of telemetry and microdialysis techniques to assess the effects of MDMA in animal models, but it does not mention the use of fungi for dye remediation.",252996.0,36314.0,69832.0,No,"The paper primarily discusses the effects of MDMA and its mechanisms in animal models, summarizing previous studies rather than presenting new experimental results on fungi-based remediation.",ae113a96632b03e0ce74de6aa8d17fc3,0.0
Adsorption+of+ciprofloxacin+from+aqueous+solution+onto+synthesized+NiO%3A+isotherm%2C+kinetic+and+thermodynamic+studies_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:54:01.550589,"The paper primarily discusses the adsorption of ciprofloxacin using NiO nanoparticles rather than focusing on mycoremediation techniques or fungi. While it involves a form of bioremediation, it does not pertain to the specific practices or principles of mycoremediation.",4.0,"The paper focuses on the adsorption of ciprofloxacin using NiO nanoparticles, which is related to adsorption processes rather than mycoremediation or the experimental study of fungal species for bioremediation.",1.0,No,"The paper focuses on the use of synthesized NiO nanoparticles for the adsorption and removal of ciprofloxacin from aqueous solutions, without any mention or use of fungi for dye remediation.",44680.0,6839.0,12460.0,Experimental,"The paper presents new experiments on the adsorption of ciprofloxacin from aqueous solution onto synthesized NiO nanoparticles, including the investigation of various parameters such as temperature, adsorbent dosage, contact time, pH, and initial CIP concentrations.",bb75b156f858c3dcd1e06043014cd46b,0.0
Synthesis+of+mesoporous+TiO2%2FBMMs+via+hydrothermal+method+and+its+potential+application+toward+adsorption+and+photocatalytic+degradation+of+crystal+violet+from+aqueous+solution_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:50:35.170198,The paper primarily discusses the synthesis and characterization of bimetallic Ag/ZnO nanoparticles for photocatalytic degradation and does not mention mycoremediation or related fungal applications.,1.0,"The study focuses on the experimental synthesis and characterization of bimetallic Ag/ZnO nanoparticles using Leptadenia pyrotechnica leaf extract, and it extensively investigates their photocatalytic degradation capabilities for methyl violet and 4-nitrophenol. The paper demonstrates direct experiments involving the degradation of dyes, fulfilling the criteria for mycoremediation, especially through the use of biological materials for nanoparticle synthesis. Additionally, it examines the role of nanoparticles in the degradation process, which is highly relevant to experimental studies in mycoremediation.",10.0,No,"The paper focuses on the synthesis of bimetallic Ag/ZnO nanoparticles using Leptadenia pyrotechnica leaf extract for photocatalytic degradation of methyl violet, but does not explore the use of fungi for dye remediation.",89469.0,13639.0,25133.0,Experimental,"The paper presents new experiments involving the synthesis and characterization of bimetallic Ag/ZnO nanoparticles using Leptadenia pyrotechnica leaf extract, and evaluates their antibacterial, antioxidant, cytotoxic properties, as well as their photocatalytic degradation capabilities, demonstrating novel findings in the field of fungi-based remediation.",b071920c9347f09efb3031104d7f715b,0.0
Physiological+Characterization+of+Azo+Dye+Reduction_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:56:20.804118,"The paper primarily focuses on the characterization of azo dye reduction by Enterococcus faecalis, specifically detailing the azoreductase activity, which is a key aspect of mycoremediation processes. It discusses the mechanisms by which intestinal bacteria, such as E. faecalis, metabolize azo dyes, a relevant topic in the context of bioremediation and the role of microorganisms in detoxifying hazardous compounds.",10.0,"The paper discusses the characterization of azo dye reduction by Enterococcus faecalis, including the azoreductase activity and the role of different electron donors (NADH and NADPH). It provides experimental evidence of dye reduction kinetics and enzyme activity, which aligns closely with the themes of mycoremediation and enzyme involvement in bioremediation processes.",9.0,No,"The paper focuses on the characterization of azo dye reduction in Enterococcus faecalis, which is a bacterial species, and does not mention the use of fungi for dye remediation.",144146.0,20948.0,37256.0,Experimental,"The paper contains new experiments on the azoreductase activity of Enterococcus faecalis, including the kinetics of azo dye reduction under various conditions and the physiological characterization of the bacteria's response to different azo dyes.",8c1a30f4750b3a03366eb1996f4f5612,5.0
Harnessing+the+potentials+of+biocatalysis+for+the+synthesis+of+enantiopure+drugs+and+drug+intermediates_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:53:05.162965,"The paper discusses various aspects of biocatalysis and enzymatic processes, including the production of mycophenolic acid by Penicillium brevicompactum, which is relevant to mycoremediation. However, the primary focus is on pharmaceutical biotechnology rather than a dedicated examination of mycoremediation itself.",8.0,"The research papers and projects mentioned focus on the microbial degradation of dyes, particularly triphenylmethane dyes, as well as the production of enzymes like laccase from fungal species. These topics are closely related to mycoremediation as they involve using fungal species for bioremediation purposes, although the experimental focus on direct fungal applications for degrading specific pollutants is somewhat less prominent.",9.0,Yes,"The paper discusses the use of fungi such as Aspergillus niger and other strains in the degradation and decolorization of triphenylmethane dyes, indicating that fungi are employed for dye remediation.",96417.0,14052.0,29612.0,Experimental,"The paper contains new experiments related to the microbial degradation of dyes, production of enzymes, and other biotechnological applications involving fungi, indicating original research rather than a summary of existing literature.",3d415d2befb65029dec4fb663319d4f1,17.0
Oxidative+Coloring_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:52:18.685425,"The paper primarily discusses the historical and chemical aspects of hair dyes, their application, and occupational exposure of hairdressers. It does not address mycoremediation or its relevance to environmental remediation or fungal applications.",1.0,The paper primarily discusses occupational exposures of hairdressers and barbers with a focus on hair colorants and does not involve experimental studies or mycoremediation related to fungal species or their enzymatic roles in degrading pollutants.,1.0,No,"The paper discusses hair dyes and their components, occupational exposure of hairdressers, and cancer risks associated with hair dye use, but it does not mention the use of fungi for dye remediation.",349770.0,51360.0,110153.0,No,"The paper does not contain new experiments on fungi-based remediation; it primarily discusses the history, composition, and occupational exposures related to hair dyes, along with cancer epidemiology among hairdressers and barbers.",462627f5cec09e51ab4afd0b50d789e1,0.0
Transformation+of+industrial+dyes+by+manganese+peroxidases+from+Bjerkandera+adusta+and+Pleurotus+eryngii+in+a+manganese-independent+reaction_.txt,processed7,,2024-09-17 19:05:44.370984,2024-09-22 18:57:43.486904,"The paper focuses primarily on the molecular characterization of a versatile peroxidase from the Bjerkandera strain, detailing its cloning, sequencing, and biochemical properties. This directly relates to mycoremediation as versatile peroxidases are key enzymes in the degradation of lignin and other complex organic pollutants, which is a fundamental aspect of mycoremediation processes.",10.0,"The paper focuses on the molecular characterization of a versatile peroxidase from a Bjerkandera strain, specifically detailing the cloning and sequencing of the rbp gene, the enzyme's ability to oxidize various substrates including dyes, and the investigation of its enzymatic properties. It discusses the enzyme's role in dye decolorization, which is a key aspect of mycoremediation, and highlights the enzymatic activities related to manganese and lignin degradation, aligning closely with the principles of mycoremediation.",10.0,Yes,"The paper discusses the cloning and characterization of a peroxidase from a Bjerkandera strain, which is identified as a fungal strain capable of dye decolorization, specifically mentioning its ability to oxidize dyes such as Remazol Brilliant Blue R.",44914.0,5196.0,13876.0,Experimental,"The paper presents new experiments involving the cloning, sequencing, and characterization of a versatile peroxidase from a novel Bjerkandera strain, which includes detailed experimental procedures and findings.",0f7c3e7c0b1d48cbe7dc2004ca960cfb,0.0
Monitoring+and+modelling+of+exposure+to+ethanol+in+hairdressing+salons_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:54:27.771257,"The paper primarily discusses the health effects of occupational exposure to ethanol (ethyl alcohol) and does not cover mycoremediation or the use of fungi in environmental remediation, which are key aspects of mycoremediation.",1.0,"The paper is focused on the evaluation of health effects from occupational exposure to ethanol (ethyl alcohol) and does not discuss mycoremediation, fungal species, or the role of enzymes in bioremediation processes.",1.0,No,The paper discusses the health effects of ethanol exposure and does not mention the use of fungi for dye remediation.,376552.0,59202.0,95318.0,No,The paper does not contain new experiments on fungi based remediation; it focuses on the evaluation of health effects from occupational exposure to ethanol.,8a1216b80938c35f9f6467fb1c4c5429,0.0
